class	condition	object	pos	value
A	A	11	44.4444444444	0.0
B	A	34	44.4444444444	4.31892972997
B	A	35	44.4444444444	0.0
A	A	10	44.4444444444	0.0
B	A	30	44.4444444444	1.02899341188
A	B	2	44.4444444444	0.0
A	B	9	44.4444444444	0.0
A	B	11	44.4444444444	0.0
B	B	34	44.4444444444	3.10351006076
B	B	35	44.4444444444	0.0
A	B	10	44.4444444444	0.0
B	B	30	44.4444444444	1.29804768004
A	C	2	44.4444444444	0.0
A	C	9	44.4444444444	0.0
A	C	11	44.4444444444	0.0
B	C	34	44.4444444444	1.04894410452
B	C	35	44.4444444444	0.0
A	C	10	44.4444444444	0.0
B	C	30	44.4444444444	0.637884710061
C	A	52	44.4444444444	1.29015601167
C	A	57	44.4444444444	6.25971556745
B	A	24	44.4444444444	0.290712206383
C	A	44	44.4444444444	1.34513574696
B	A	15	44.4444444444	0.0
C	A	51	44.4444444444	1.71265784471
B	A	27	44.4444444444	1.32192809489
C	B	52	44.4444444444	4.85650256991
C	B	57	44.4444444444	1.39150873735
B	B	24	44.4444444444	1.71875834698
C	B	44	44.4444444444	2.39886310367
B	B	15	44.4444444444	0.0
C	B	51	44.4444444444	5.75014637145
B	B	27	44.4444444444	0.898716834663
C	C	52	44.4444444444	1.78887193361
C	C	57	44.4444444444	1.19608828561
B	C	24	44.4444444444	1.73307662221
C	C	44	44.4444444444	1.03594056413
B	C	15	44.4444444444	0.0
C	C	51	44.4444444444	1.93350465626
B	C	27	44.4444444444	1.75035224226
C	A	45	44.4444444444	2.90394757571
C	A	49	44.4444444444	1.12403427177
C	A	53	44.4444444444	0.928120897626
B	A	23	44.4444444444	0.388020868392
C	A	41	44.4444444444	0.0
C	A	40	44.4444444444	1.3885653881
C	A	48	44.4444444444	1.77029456857
C	B	45	44.4444444444	1.08560889065
C	B	49	44.4444444444	1.9178773848
C	B	53	44.4444444444	4.52272645647
B	B	23	44.4444444444	0.973252715279
C	B	41	44.4444444444	0.0
C	B	40	44.4444444444	1.63649284355
C	B	48	44.4444444444	1.10922882179
C	C	45	44.4444444444	0.90226348145
C	C	49	44.4444444444	2.21080434318
C	C	53	44.4444444444	2.7556699787
B	C	23	44.4444444444	0.744999768153
C	C	41	44.4444444444	0.0
C	C	40	44.4444444444	2.40846487006
C	C	48	44.4444444444	0.557689460442
A	A	4	44.4444444444	0.0
B	A	32	44.4444444444	0.0
B	A	37	44.4444444444	0.0610296041307
B	A	36	44.4444444444	0.0
B	A	31	44.4444444444	0.883819417542
B	A	26	44.4444444444	0.0
A	B	4	44.4444444444	0.0
B	B	32	44.4444444444	0.0
B	B	37	44.4444444444	0.802540662938
B	B	36	44.4444444444	0.0
B	B	31	44.4444444444	1.16302978019
B	B	26	44.4444444444	0.0
A	C	4	44.4444444444	0.0
B	C	32	44.4444444444	0.0
B	C	37	44.4444444444	0.925374368427
B	C	36	44.4444444444	0.0
B	C	31	44.4444444444	1.80171575584
B	C	26	44.4444444444	0.0
A	A	0	44.4444444444	0.0
B	A	21	44.4444444444	0.0410270525299
C	A	55	44.4444444444	3.64168150659
C	A	42	44.4444444444	2.72302419574
B	A	38	44.4444444444	0.0
A	A	14	44.4444444444	0.0
A	A	1	44.4444444444	0.0
A	B	0	44.4444444444	0.0
B	B	21	44.4444444444	0.0
C	B	55	44.4444444444	4.28245841313
C	B	42	44.4444444444	4.0237178988
B	B	38	44.4444444444	0.0
A	B	14	44.4444444444	0.0
A	B	1	44.4444444444	2.63028640695
A	C	0	44.4444444444	0.0
B	C	21	44.4444444444	0.869415829445
C	C	55	44.4444444444	1.48499549993
C	C	42	44.4444444444	2.57025501252
B	C	38	44.4444444444	0.0
A	C	14	44.4444444444	0.0
A	C	1	44.4444444444	0.173332147299
B	A	29	44.4444444444	0.0
B	A	16	44.4444444444	0.0
C	A	58	44.4444444444	6.08564317707
B	A	28	44.4444444444	0.0
B	A	25	44.4444444444	0.0
A	A	8	44.4444444444	0.387347099063
B	B	29	44.4444444444	0.0
B	B	16	44.4444444444	0.0
C	B	58	44.4444444444	2.6322682155
B	B	28	44.4444444444	0.0
B	B	25	44.4444444444	0.0
A	B	8	44.4444444444	0.281286374197
B	C	29	44.4444444444	0.0
B	C	16	44.4444444444	0.0
C	C	58	44.4444444444	1.0
B	C	28	44.4444444444	0.0
B	C	25	44.4444444444	0.0
A	C	8	44.4444444444	0.101538474678
C	A	50	44.4444444444	2.26076428333
B	A	39	44.4444444444	0.0
B	A	20	44.4444444444	0.632047605908
C	A	56	44.4444444444	2.04920416873
A	A	13	44.4444444444	0.669638193447
A	A	3	44.4444444444	0.0
A	A	6	44.4444444444	0.0
C	B	50	44.4444444444	1.81123837206
B	B	39	44.4444444444	0.0
B	B	20	44.4444444444	0.830929452121
C	B	56	44.4444444444	4.93930336581
A	B	13	44.4444444444	1.55220096596
A	B	3	44.4444444444	0.0
A	B	6	44.4444444444	1.95842103124
C	C	50	44.4444444444	1.37011181795
B	C	39	44.4444444444	0.0
B	C	20	44.4444444444	1.45465811502
C	C	56	44.4444444444	3.06313632003
A	C	13	44.4444444444	1.072878919
A	C	3	44.4444444444	0.0
A	C	6	44.4444444444	1.48308312129
C	A	54	55.5555555556	4.91612600783
B	A	17	55.5555555556	0.0
C	A	46	55.5555555556	0.170932612426
C	A	59	55.5555555556	6.53327017289
B	A	19	55.5555555556	0.0
C	B	54	55.5555555556	3.58496250072
B	B	17	55.5555555556	0.0
C	B	46	55.5555555556	0.025693627988
C	B	59	55.5555555556	5.75014637145
B	B	19	55.5555555556	0.0
C	C	54	55.5555555556	0.197599971427
B	C	17	55.5555555556	0.0
C	C	46	55.5555555556	0.46190359048
C	C	59	55.5555555556	2.5124499117
B	C	19	55.5555555556	0.0
A	A	5	55.5555555556	0.0
B	A	22	55.5555555556	0.0
C	A	43	55.5555555556	0.0
A	B	5	55.5555555556	0.0
B	B	22	55.5555555556	0.0
C	B	43	55.5555555556	0.0
A	C	5	55.5555555556	0.0
B	C	22	55.5555555556	0.0
C	C	43	55.5555555556	0.0
B	A	33	55.5555555556	0.0
B	A	18	55.5555555556	0.396972694278
A	A	7	55.5555555556	0.0
A	A	12	55.5555555556	1.17398320001
C	A	47	55.5555555556	0.703282354312
B	B	33	55.5555555556	0.0
B	B	18	55.5555555556	0.0
A	B	7	55.5555555556	0.0
A	B	12	55.5555555556	0.829058803106
C	B	47	55.5555555556	3.24695374539
B	C	33	55.5555555556	0.0
B	C	18	55.5555555556	0.622902246198
A	C	7	55.5555555556	0.0
A	C	12	55.5555555556	1.92955999656
C	C	47	55.5555555556	2.11973929534
A	A	2	55.5555555556	0.0
A	A	9	55.5555555556	0.0
A	A	11	55.5555555556	0.126193167519
B	A	34	55.5555555556	1.39412611511
B	A	35	55.5555555556	0.0
A	A	10	55.5555555556	0.0
B	A	30	55.5555555556	1.52870133059
A	B	2	55.5555555556	0.0
A	B	9	55.5555555556	0.0
A	B	11	55.5555555556	0.157870273436
B	B	34	55.5555555556	3.22057636844
B	B	35	55.5555555556	0.0
A	B	10	55.5555555556	0.0
B	B	30	55.5555555556	1.73861999351
A	C	2	55.5555555556	0.0
A	C	9	55.5555555556	0.0
A	C	11	55.5555555556	0.465772864795
B	C	34	55.5555555556	2.83454173873
B	C	35	55.5555555556	0.0
A	C	10	55.5555555556	0.0
B	C	30	55.5555555556	0.620596732136
C	A	52	55.5555555556	0.0
C	A	57	55.5555555556	4.78582745147
B	A	24	55.5555555556	1.50177592578
C	A	44	55.5555555556	0.474242892202
B	A	15	55.5555555556	0.0
C	A	51	55.5555555556	0.65454552611
B	A	27	55.5555555556	1.40275928048
C	B	52	55.5555555556	1.29889053559
C	B	57	55.5555555556	1.43609892663
B	B	24	55.5555555556	1.97467651126
C	B	44	55.5555555556	2.91673477777
B	B	15	55.5555555556	0.0
C	B	51	55.5555555556	4.96932462732
B	B	27	55.5555555556	1.79683693754
C	C	52	55.5555555556	0.663716233428
C	C	57	55.5555555556	0.20163386117
B	C	24	55.5555555556	2.14839889064
C	C	44	55.5555555556	1.23238446958
B	C	15	55.5555555556	0.0
C	C	51	55.5555555556	1.68426174527
B	C	27	55.5555555556	2.24147839691
C	A	45	55.5555555556	1.3702496677
C	A	49	55.5555555556	0.576818144221
C	A	53	55.5555555556	0.0638797885348
B	A	23	55.5555555556	1.06528208909
C	A	41	55.5555555556	0.0
C	A	40	55.5555555556	1.24100787755
C	A	48	55.5555555556	0.0
C	B	45	55.5555555556	1.80104108304
C	B	49	55.5555555556	1.2311595732
C	B	53	55.5555555556	2.93993514879
B	B	23	55.5555555556	1.3515152608
C	B	41	55.5555555556	0.0
C	B	40	55.5555555556	0.876852054909
C	B	48	55.5555555556	1.02331497537
C	C	45	55.5555555556	1.77182094095
C	C	49	55.5555555556	1.89012251197
C	C	53	55.5555555556	2.98114720385
B	C	23	55.5555555556	1.13451339271
C	C	41	55.5555555556	0.0
C	C	40	55.5555555556	1.89106566381
C	C	48	55.5555555556	1.35272067781
A	A	4	55.5555555556	0.0
B	A	32	55.5555555556	0.0
B	A	37	55.5555555556	0.0
B	A	36	55.5555555556	0.0
B	A	31	55.5555555556	1.06510903078
B	A	26	55.5555555556	0.0
A	B	4	55.5555555556	0.0
B	B	32	55.5555555556	0.0
B	B	37	55.5555555556	0.0
B	B	36	55.5555555556	0.0
B	B	31	55.5555555556	1.94014832898
B	B	26	55.5555555556	0.0
A	C	4	55.5555555556	0.0
B	C	32	55.5555555556	0.0
B	C	37	55.5555555556	0.0
B	C	36	55.5555555556	0.0
B	C	31	55.5555555556	1.48997598742
B	C	26	55.5555555556	0.0
A	A	0	55.5555555556	0.0
B	A	21	55.5555555556	0.0
C	A	55	55.5555555556	1.69718577037
C	A	42	55.5555555556	2.68997963895
B	A	38	55.5555555556	0.0
A	A	14	55.5555555556	0.0
A	A	1	55.5555555556	0.0
A	B	0	55.5555555556	0.0
B	B	21	55.5555555556	0.132450498507
C	B	55	55.5555555556	2.90084150325
C	B	42	55.5555555556	4.74869189549
B	B	38	55.5555555556	0.0
A	B	14	55.5555555556	0.0
A	B	1	55.5555555556	2.20029875067
A	C	0	55.5555555556	0.0
B	C	21	55.5555555556	0.775293323784
C	C	55	55.5555555556	1.36825989455
C	C	42	55.5555555556	2.68408867931
B	C	38	55.5555555556	0.0
A	C	14	55.5555555556	0.0
A	C	1	55.5555555556	1.0
B	A	29	55.5555555556	0.0
B	A	16	55.5555555556	0.0
C	A	58	55.5555555556	6.33117288448
B	A	28	55.5555555556	0.0
B	A	25	55.5555555556	0.0
A	A	8	55.5555555556	0.0
B	B	29	55.5555555556	0.0
B	B	16	55.5555555556	0.0
C	B	58	55.5555555556	2.77158370049
B	B	28	55.5555555556	0.0
B	B	25	55.5555555556	0.0
A	B	8	55.5555555556	0.0
B	C	29	55.5555555556	0.0
B	C	16	55.5555555556	0.0
C	C	58	55.5555555556	1.44057274325
B	C	28	55.5555555556	0.0
B	C	25	55.5555555556	0.0
A	C	8	55.5555555556	0.0
C	A	50	55.5555555556	2.5341744331
B	A	39	55.5555555556	0.0
B	A	20	55.5555555556	0.515712451956
C	A	56	55.5555555556	0.696357112781
A	A	13	55.5555555556	0.582468330735
A	A	3	55.5555555556	0.0
A	A	6	55.5555555556	0.0
C	B	50	55.5555555556	2.86079419226
B	B	39	55.5555555556	0.0
B	B	20	55.5555555556	0.979340543306
C	B	56	55.5555555556	5.02263954679
A	B	13	55.5555555556	1.0
A	B	3	55.5555555556	0.0
A	B	6	55.5555555556	2.59041686548
C	C	50	55.5555555556	1.58496250072
B	C	39	55.5555555556	0.0
B	C	20	55.5555555556	1.37781008097
C	C	56	55.5555555556	3.06313632003
A	C	13	55.5555555556	1.46553466925
A	C	3	55.5555555556	0.0
A	C	6	55.5555555556	1.0
C	A	54	66.6666666667	4.96779471568
B	A	17	66.6666666667	0.0
C	A	46	66.6666666667	0.0
C	A	59	66.6666666667	6.53327017289
B	A	19	66.6666666667	0.0
C	B	54	66.6666666667	3.37902063833
B	B	17	66.6666666667	0.0
C	B	46	66.6666666667	0.0
C	B	59	66.6666666667	5.72471446587
B	B	19	66.6666666667	0.0
C	C	54	66.6666666667	0.470220309451
B	C	17	66.6666666667	0.0
C	C	46	66.6666666667	0.0
C	C	59	66.6666666667	2.80128035895
B	C	19	66.6666666667	0.0
A	A	5	66.6666666667	0.0
B	A	22	66.6666666667	0.0
C	A	43	66.6666666667	0.0
A	B	5	66.6666666667	0.0
B	B	22	66.6666666667	0.0
C	B	43	66.6666666667	0.0
A	C	5	66.6666666667	0.0
B	C	22	66.6666666667	0.0
C	C	43	66.6666666667	0.0
B	A	33	66.6666666667	0.0
B	A	18	66.6666666667	0.252844334463
A	A	7	66.6666666667	0.0
A	A	12	66.6666666667	0.751521993385
C	A	47	66.6666666667	1.04551496392
B	B	33	66.6666666667	0.0
B	B	18	66.6666666667	0.375327524424
A	B	7	66.6666666667	0.0
A	B	12	66.6666666667	0.958777358182
C	B	47	66.6666666667	2.34395437936
B	C	33	66.6666666667	0.0
B	C	18	66.6666666667	0.16240985959
A	C	7	66.6666666667	0.0
A	C	12	66.6666666667	1.60112740722
C	C	47	66.6666666667	2.31078740308
A	A	2	66.6666666667	0.0
A	A	9	66.6666666667	0.0
A	A	11	66.6666666667	0.455381145675
B	A	34	66.6666666667	0.676986770785
B	A	35	66.6666666667	0.0
A	A	10	66.6666666667	0.0
B	A	30	66.6666666667	1.43856060371
A	B	2	66.6666666667	0.0
A	B	9	66.6666666667	0.0
A	B	11	66.6666666667	0.908161146481
B	B	34	66.6666666667	1.84337609631
B	B	35	66.6666666667	0.0
A	B	10	66.6666666667	0.0
B	B	30	66.6666666667	2.9502888593
A	C	2	66.6666666667	0.0
A	C	9	66.6666666667	0.0
A	C	11	66.6666666667	0.985628664165
B	C	34	66.6666666667	1.83135275053
B	C	35	66.6666666667	0.0
A	C	10	66.6666666667	0.0
B	C	30	66.6666666667	1.1737402088
C	A	52	66.6666666667	1.36969428166
C	A	57	66.6666666667	6.31746581612
B	A	24	66.6666666667	0.679374251069
C	A	44	66.6666666667	0.0
B	A	15	66.6666666667	0.0
C	A	51	66.6666666667	0.73483749288
B	A	27	66.6666666667	0.355761670855
C	B	52	66.6666666667	3.21061111214
C	B	57	66.6666666667	0.892104984481
B	B	24	66.6666666667	1.16792371808
C	B	44	66.6666666667	1.98563157844
B	B	15	66.6666666667	0.0
C	B	51	66.6666666667	3.92978787377
B	B	27	66.6666666667	1.68341080609
C	C	52	66.6666666667	2.44376417244
C	C	57	66.6666666667	0.64317738636
B	C	24	66.6666666667	1.22496142743
C	C	44	66.6666666667	1.44207668985
B	C	15	66.6666666667	0.0
C	C	51	66.6666666667	1.72307445116
B	C	27	66.6666666667	0.0
C	A	45	66.6666666667	3.26539503688
C	A	49	66.6666666667	0.0
C	A	53	66.6666666667	1.22622921181
B	A	23	66.6666666667	2.08090082053
C	A	41	66.6666666667	0.0
C	A	40	66.6666666667	0.388565388105
C	A	48	66.6666666667	1.26640756801
C	B	45	66.6666666667	1.34070524968
C	B	49	66.6666666667	0.0
C	B	53	66.6666666667	3.04817304892
B	B	23	66.6666666667	2.08165220024
C	B	41	66.6666666667	0.0
C	B	40	66.6666666667	0.0
C	B	48	66.6666666667	0.305626216981
C	C	45	66.6666666667	1.55740077689
C	C	49	66.6666666667	0.0
C	C	53	66.6666666667	2.66286379272
B	C	23	66.6666666667	1.35109965864
C	C	41	66.6666666667	0.0
C	C	40	66.6666666667	1.78849570498
C	C	48	66.6666666667	0.808743362955
A	A	4	66.6666666667	0.801113118372
B	A	32	66.6666666667	0.0
B	A	37	66.6666666667	0.0
B	A	36	66.6666666667	0.0
B	A	31	66.6666666667	0.394727045864
B	A	26	66.6666666667	0.0
A	B	4	66.6666666667	0.442396826444
B	B	32	66.6666666667	0.0
B	B	37	66.6666666667	0.0
B	B	36	66.6666666667	0.0
B	B	31	66.6666666667	0.655142966212
B	B	26	66.6666666667	0.0
A	C	4	66.6666666667	1.71046593126
B	C	32	66.6666666667	0.0
B	C	37	66.6666666667	0.0
B	C	36	66.6666666667	0.0
B	C	31	66.6666666667	1.15125226387
B	C	26	66.6666666667	0.0
A	A	0	66.6666666667	0.464253171111
B	A	21	66.6666666667	0.8152598048
C	A	55	66.6666666667	2.81251978859
C	A	42	66.6666666667	1.44785633664
B	A	38	66.6666666667	0.0
A	A	14	66.6666666667	0.0
A	A	1	66.6666666667	0.0
A	B	0	66.6666666667	0.403754174903
B	B	21	66.6666666667	0.936185250389
C	B	55	66.6666666667	3.87350848788
C	B	42	66.6666666667	4.70730208582
B	B	38	66.6666666667	0.0
A	B	14	66.6666666667	0.0
A	B	1	66.6666666667	2.11074708683
A	C	0	66.6666666667	1.74714718114
B	C	21	66.6666666667	0.566346597718
C	C	55	66.6666666667	3.0605828459
C	C	42	66.6666666667	2.55687031121
B	C	38	66.6666666667	0.0
A	C	14	66.6666666667	0.0
A	C	1	66.6666666667	0.730812960271
B	A	29	66.6666666667	0.0
B	A	16	66.6666666667	0.0
C	A	58	66.6666666667	6.51547457107
B	A	28	66.6666666667	0.0
B	A	25	66.6666666667	0.0
A	A	8	66.6666666667	0.0
B	B	29	66.6666666667	0.0
B	B	16	66.6666666667	0.0
C	B	58	66.6666666667	2.85371047221
B	B	28	66.6666666667	0.0
B	B	25	66.6666666667	0.0
A	B	8	66.6666666667	0.0
B	C	29	66.6666666667	0.0
B	C	16	66.6666666667	0.0
C	C	58	66.6666666667	1.0
B	C	28	66.6666666667	0.0
B	C	25	66.6666666667	0.0
A	C	8	66.6666666667	0.0
C	A	50	66.6666666667	3.20133792152
B	A	39	66.6666666667	0.0
B	A	20	66.6666666667	0.0
C	A	56	66.6666666667	0.514572740021
A	A	13	66.6666666667	0.0
A	A	3	66.6666666667	0.0
A	A	6	66.6666666667	0.0
C	B	50	66.6666666667	2.65794200215
B	B	39	66.6666666667	0.0
B	B	20	66.6666666667	0.59932541187
C	B	56	66.6666666667	4.79828333928
A	B	13	66.6666666667	0.290186097677
A	B	3	66.6666666667	0.0
A	B	6	66.6666666667	3.18081334651
C	C	50	66.6666666667	0.655784114355
B	C	39	66.6666666667	0.0
B	C	20	66.6666666667	0.455489516423
C	C	56	66.6666666667	3.06313632003
A	C	13	66.6666666667	1.2181146778
A	C	3	66.6666666667	0.0
A	C	6	66.6666666667	2.0243842231
C	A	54	77.7777777778	5.05239354751
B	A	17	77.7777777778	0.0
C	A	46	77.7777777778	0.0
C	A	59	77.7777777778	6.53327017289
B	A	19	77.7777777778	0.0
C	B	54	77.7777777778	2.83914592794
B	B	17	77.7777777778	0.0
C	B	46	77.7777777778	0.0
C	B	59	77.7777777778	5.14815252792
B	B	19	77.7777777778	0.0
C	C	54	77.7777777778	1.07101916722
B	C	17	77.7777777778	0.0
C	C	46	77.7777777778	0.0
C	C	59	77.7777777778	2.36923390274
B	C	19	77.7777777778	0.0
A	A	5	77.7777777778	0.0
B	A	22	77.7777777778	0.0
C	A	43	77.7777777778	0.0
A	B	5	77.7777777778	0.0
B	B	22	77.7777777778	0.0
C	B	43	77.7777777778	0.0
A	C	5	77.7777777778	0.0
B	C	22	77.7777777778	0.0
C	C	43	77.7777777778	0.0
B	A	33	77.7777777778	0.0
B	A	18	77.7777777778	1.73435195008
A	A	7	77.7777777778	0.0
A	A	12	77.7777777778	1.0074316247
C	A	47	77.7777777778	1.76172184598
B	B	33	77.7777777778	0.0
B	B	18	77.7777777778	0.0280145981227
A	B	7	77.7777777778	0.0
A	B	12	77.7777777778	0.156466516683
C	B	47	77.7777777778	2.73279798221
B	C	33	77.7777777778	0.0
B	C	18	77.7777777778	0.351648680457
A	C	7	77.7777777778	0.0
A	C	12	77.7777777778	1.2568120076
C	C	47	77.7777777778	2.66442458526
A	A	2	77.7777777778	0.0
A	A	9	77.7777777778	0.0
A	A	11	77.7777777778	0.944940883169
B	A	34	77.7777777778	0.0
B	A	35	77.7777777778	0.0
A	A	10	77.7777777778	0.0
B	A	30	77.7777777778	2.64807745085
A	B	2	77.7777777778	0.0
A	B	9	77.7777777778	0.0
A	B	11	77.7777777778	0.697013135535
B	B	34	77.7777777778	0.0
B	B	35	77.7777777778	0.0
A	B	10	77.7777777778	0.0
B	B	30	77.7777777778	2.55103532631
A	C	2	77.7777777778	0.0
A	C	9	77.7777777778	0.0
A	C	11	77.7777777778	1.3847311949
B	C	34	77.7777777778	0.0
B	C	35	77.7777777778	0.0
A	C	10	77.7777777778	0.0
B	C	30	77.7777777778	0.676638416666
C	A	52	77.7777777778	1.85945795656
C	A	57	77.7777777778	5.71068489788
B	A	24	77.7777777778	2.55319754578
C	A	44	77.7777777778	0.0
B	A	15	77.7777777778	0.0
C	A	51	77.7777777778	1.21681118777
B	A	27	77.7777777778	0.838456467541
C	B	52	77.7777777778	3.18335279894
C	B	57	77.7777777778	1.05617563192
B	B	24	77.7777777778	3.03820929405
C	B	44	77.7777777778	0.0
B	B	15	77.7777777778	0.0
C	B	51	77.7777777778	3.10425428964
B	B	27	77.7777777778	2.0242476845
C	C	52	77.7777777778	3.06313632003
C	C	57	77.7777777778	1.14135561841
B	C	24	77.7777777778	1.49607829564
C	C	44	77.7777777778	0.0
B	C	15	77.7777777778	0.0
C	C	51	77.7777777778	1.94429062421
B	C	27	77.7777777778	0.892143852136
C	A	45	77.7777777778	4.15019075113
C	A	49	77.7777777778	0.0
C	A	53	77.7777777778	1.17269743989
B	A	23	77.7777777778	2.06300067276
C	A	41	77.7777777778	0.0
C	A	40	77.7777777778	0.0
C	A	48	77.7777777778	0.925999418556
C	B	45	77.7777777778	1.45541691944
C	B	49	77.7777777778	0.0
C	B	53	77.7777777778	2.33911457533
B	B	23	77.7777777778	1.44012619805
C	B	41	77.7777777778	0.0
C	B	40	77.7777777778	0.710493703404
C	B	48	77.7777777778	0.958894629885
C	C	45	77.7777777778	0.620227920709
C	C	49	77.7777777778	0.0
C	C	53	77.7777777778	3.06313632003
B	C	23	77.7777777778	0.725899048273
C	C	41	77.7777777778	0.0
C	C	40	77.7777777778	1.10128364149
C	C	48	77.7777777778	1.21775371471
A	A	4	77.7777777778	0.835945896367
B	A	32	77.7777777778	0.0
B	A	37	77.7777777778	0.0
B	A	36	77.7777777778	0.0
B	A	31	77.7777777778	2.48227418786
B	A	26	77.7777777778	0.0
A	B	4	77.7777777778	0.866157858617
B	B	32	77.7777777778	0.0
B	B	37	77.7777777778	0.0
B	B	36	77.7777777778	0.0
B	B	31	77.7777777778	1.64618063312
B	B	26	77.7777777778	0.0
A	C	4	77.7777777778	1.72672355571
B	C	32	77.7777777778	0.0
B	C	37	77.7777777778	0.0
B	C	36	77.7777777778	0.0
B	C	31	77.7777777778	1.34093820374
B	C	26	77.7777777778	0.0
A	A	0	77.7777777778	0.24728225669
B	A	21	77.7777777778	0.321928094887
C	A	55	77.7777777778	2.59798232577
C	A	42	77.7777777778	0.211356155789
B	A	38	77.7777777778	0.0
A	A	14	77.7777777778	0.0
A	A	1	77.7777777778	0.0
A	B	0	77.7777777778	0.314552683965
B	B	21	77.7777777778	0.0
C	B	55	77.7777777778	4.00188518171
C	B	42	77.7777777778	3.09109250517
B	B	38	77.7777777778	0.0
A	B	14	77.7777777778	0.0
A	B	1	77.7777777778	0.0
A	C	0	77.7777777778	0.668332471613
B	C	21	77.7777777778	0.921612277075
C	C	55	77.7777777778	1.63440879613
C	C	42	77.7777777778	1.54056842645
B	C	38	77.7777777778	0.0
A	C	14	77.7777777778	0.0
A	C	1	77.7777777778	0.0
B	A	29	77.7777777778	0.0
B	A	16	77.7777777778	0.0
C	A	58	77.7777777778	6.29278174923
B	A	28	77.7777777778	0.0
B	A	25	77.7777777778	0.0
A	A	8	77.7777777778	0.0
B	B	29	77.7777777778	0.0
B	B	16	77.7777777778	0.0
C	B	58	77.7777777778	3.07528805395
B	B	28	77.7777777778	0.0
B	B	25	77.7777777778	0.0
A	B	8	77.7777777778	0.0
B	C	29	77.7777777778	0.0
B	C	16	77.7777777778	0.0
C	C	58	77.7777777778	1.0
B	C	28	77.7777777778	0.0
B	C	25	77.7777777778	0.0
A	C	8	77.7777777778	0.0
C	A	50	77.7777777778	4.35156430526
B	A	39	77.7777777778	0.0
B	A	20	77.7777777778	0.720461472298
C	A	56	77.7777777778	0.967243876615
A	A	13	77.7777777778	0.756270970923
A	A	3	77.7777777778	0.0
A	A	6	77.7777777778	0.0
C	B	50	77.7777777778	1.36483685546
B	B	39	77.7777777778	0.0
B	B	20	77.7777777778	1.01924359474
C	B	56	77.7777777778	3.88034572224
A	B	13	77.7777777778	0.0
A	B	3	77.7777777778	0.0
A	B	6	77.7777777778	3.32520318766
C	C	50	77.7777777778	1.54354240526
B	C	39	77.7777777778	0.0
B	C	20	77.7777777778	0.956032855185
C	C	56	77.7777777778	3.06313632003
A	C	13	77.7777777778	1.28098718599
A	C	3	77.7777777778	0.0
A	C	6	77.7777777778	2.32192809489
C	A	54	88.8888888889	4.9134933458
B	A	17	88.8888888889	0.0
C	A	46	88.8888888889	0.0
C	A	59	88.8888888889	5.54613788816
B	A	19	88.8888888889	0.0
C	B	54	88.8888888889	2.91831619715
B	B	17	88.8888888889	0.0
C	B	46	88.8888888889	0.0
C	B	59	88.8888888889	4.70803572853
B	B	19	88.8888888889	0.0
C	C	54	88.8888888889	1.82800554693
B	C	17	88.8888888889	0.0
C	C	46	88.8888888889	0.0
C	C	59	88.8888888889	1.67630261754
B	C	19	88.8888888889	0.0
A	A	5	88.8888888889	0.0
B	A	22	88.8888888889	0.0
C	A	43	88.8888888889	0.0
A	B	5	88.8888888889	0.0
B	B	22	88.8888888889	0.0
C	B	43	88.8888888889	0.0
A	C	5	88.8888888889	0.0
B	C	22	88.8888888889	0.0
C	C	43	88.8888888889	0.0
B	A	33	88.8888888889	0.0
B	A	18	88.8888888889	0.0
A	A	7	88.8888888889	0.0
A	A	12	88.8888888889	0.500825503033
C	A	47	88.8888888889	2.02065936117
B	B	33	88.8888888889	0.0
B	B	18	88.8888888889	0.396972694278
A	B	7	88.8888888889	0.0
A	B	12	88.8888888889	0.0
C	B	47	88.8888888889	2.87320745421
B	C	33	88.8888888889	0.0
B	C	18	88.8888888889	0.396972694278
A	C	7	88.8888888889	0.0
A	C	12	88.8888888889	1.37224561712
C	C	47	88.8888888889	2.92161208667
A	A	2	88.8888888889	0.0
A	A	9	88.8888888889	0.0
A	A	11	88.8888888889	1.72323613061
B	A	34	88.8888888889	0.0
B	A	35	88.8888888889	0.0
A	A	10	88.8888888889	0.0
B	A	30	88.8888888889	2.29077943067
A	B	2	88.8888888889	0.0
A	B	9	88.8888888889	0.0
A	B	11	88.8888888889	0.991234298787
B	B	34	88.8888888889	0.0
B	B	35	88.8888888889	0.0
A	B	10	88.8888888889	0.0
B	B	30	88.8888888889	2.56099539691
A	C	2	88.8888888889	0.0
A	C	9	88.8888888889	0.0
A	C	11	88.8888888889	0.576463122868
B	C	34	88.8888888889	0.0
B	C	35	88.8888888889	0.0
A	C	10	88.8888888889	0.0
B	C	30	88.8888888889	0.951441578394
C	A	52	88.8888888889	1.93050308163
C	A	57	88.8888888889	5.31117397402
B	A	24	88.8888888889	1.82042202967
C	A	44	88.8888888889	0.0
B	A	15	88.8888888889	0.0
C	A	51	88.8888888889	0.0
B	A	27	88.8888888889	0.139724874643
C	B	52	88.8888888889	2.55245995113
C	B	57	88.8888888889	1.85856631207
B	B	24	88.8888888889	2.72034019988
C	B	44	88.8888888889	0.0
B	B	15	88.8888888889	0.0
C	B	51	88.8888888889	0.0
B	B	27	88.8888888889	2.69478571825
C	C	52	88.8888888889	2.84163443821
C	C	57	88.8888888889	1.47782961839
B	C	24	88.8888888889	1.75597456398
C	C	44	88.8888888889	0.0
B	C	15	88.8888888889	0.0
