class	condition	object	pos	value
C	C	51	88.8888888889	0.369119134122
B	C	27	88.8888888889	2.0628007519
C	A	45	88.8888888889	3.13807606169
C	A	49	88.8888888889	0.0
C	A	53	88.8888888889	1.17780109656
B	A	23	88.8888888889	0.548826223054
C	A	41	88.8888888889	0.0
C	A	40	88.8888888889	0.8185528312
C	A	48	88.8888888889	1.15216524325
C	B	45	88.8888888889	0.540174111073
C	B	49	88.8888888889	0.0
C	B	53	88.8888888889	2.06250064597
B	B	23	88.8888888889	1.05664456417
C	B	41	88.8888888889	0.0
C	B	40	88.8888888889	1.6615836165
C	B	48	88.8888888889	1.04075428993
C	C	45	88.8888888889	1.48046832608
C	C	49	88.8888888889	0.0
C	C	53	88.8888888889	2.47627306008
B	C	23	88.8888888889	1.3389993814
C	C	41	88.8888888889	0.0
C	C	40	88.8888888889	0.86249662052
C	C	48	88.8888888889	1.47204943752
A	A	4	88.8888888889	0.115171777647
B	A	32	88.8888888889	0.0
B	A	37	88.8888888889	0.0
B	A	36	88.8888888889	0.0
B	A	31	88.8888888889	0.0
B	A	26	88.8888888889	0.0
A	B	4	88.8888888889	0.154428964252
B	B	32	88.8888888889	0.0
B	B	37	88.8888888889	0.0
B	B	36	88.8888888889	0.0
B	B	31	88.8888888889	0.0
B	B	26	88.8888888889	0.0
A	C	4	88.8888888889	0.0103673766499
B	C	32	88.8888888889	0.0
B	C	37	88.8888888889	0.0
B	C	36	88.8888888889	0.0
B	C	31	88.8888888889	0.0534047125593
B	C	26	88.8888888889	0.0
A	A	0	88.8888888889	0.32763908194
B	A	21	88.8888888889	0.928916785357
C	A	55	88.8888888889	0.735757841562
C	A	42	88.8888888889	0.211356155789
B	A	38	88.8888888889	0.0
A	A	14	88.8888888889	0.0
A	A	1	88.8888888889	0.0
A	B	0	88.8888888889	1.16765273155
B	B	21	88.8888888889	0.838719465275
C	B	55	88.8888888889	2.87803158263
C	B	42	88.8888888889	1.76891009575
B	B	38	88.8888888889	0.0
A	B	14	88.8888888889	0.0
A	B	1	88.8888888889	0.0
A	C	0	88.8888888889	0.191111580079
B	C	21	88.8888888889	0.943416529341
C	C	55	88.8888888889	1.75734461585
C	C	42	88.8888888889	0.947010764475
B	C	38	88.8888888889	0.0
A	C	14	88.8888888889	0.0
A	C	1	88.8888888889	0.0
B	A	29	88.8888888889	0.0
B	A	16	88.8888888889	0.0
C	A	58	88.8888888889	5.74492990636
B	A	28	88.8888888889	0.0
B	A	25	88.8888888889	0.0
A	A	8	88.8888888889	0.0
B	B	29	88.8888888889	0.0
B	B	16	88.8888888889	0.0
C	B	58	88.8888888889	3.92870866521
B	B	28	88.8888888889	0.0
B	B	25	88.8888888889	0.0
A	B	8	88.8888888889	0.0
B	C	29	88.8888888889	0.0
B	C	16	88.8888888889	0.0
C	C	58	88.8888888889	0.296981234491
B	C	28	88.8888888889	0.0
B	C	25	88.8888888889	0.0
A	C	8	88.8888888889	0.0
C	A	50	88.8888888889	5.249717243
B	A	39	88.8888888889	0.0
B	A	20	88.8888888889	0.413327614123
C	A	56	88.8888888889	0.412089949702
A	A	13	88.8888888889	1.17572705919
A	A	3	88.8888888889	0.0
A	A	6	88.8888888889	0.0
C	B	50	88.8888888889	0.0
B	B	39	88.8888888889	0.0
B	B	20	88.8888888889	1.8334896457
C	B	56	88.8888888889	3.44598606326
A	B	13	88.8888888889	1.38768236896
A	B	3	88.8888888889	0.0
A	B	6	88.8888888889	3.45943161864
C	C	50	88.8888888889	1.47665075815
B	C	39	88.8888888889	0.0
B	C	20	88.8888888889	0.0
C	C	56	88.8888888889	3.06313632003
A	C	13	88.8888888889	1.35298671717
A	C	3	88.8888888889	0.0
A	C	6	88.8888888889	2.32192809489
C	A	54	100.0	4.01399484202
B	A	17	100.0	0.0
C	A	46	100.0	0.0
C	A	59	100.0	4.81992860119
B	A	19	100.0	0.0
C	B	54	100.0	3.71764495072
B	B	17	100.0	0.0
C	B	46	100.0	0.0
C	B	59	100.0	4.43609912657
B	B	19	100.0	0.0
C	C	54	100.0	2.49391064278
B	C	17	100.0	0.0
C	C	46	100.0	0.0
C	C	59	100.0	1.15412301821
B	C	19	100.0	0.0
A	A	5	100.0	0.0
B	A	22	100.0	0.0
C	A	43	100.0	0.0
A	B	5	100.0	0.0
B	B	22	100.0	0.0
C	B	43	100.0	0.0
A	C	5	100.0	0.0
B	C	22	100.0	0.0
C	C	43	100.0	0.0
B	A	33	100.0	0.0
B	A	18	100.0	0.0
A	A	7	100.0	0.0
A	A	12	100.0	0.813913733537
C	A	47	100.0	1.55926664221
B	B	33	100.0	0.0
B	B	18	100.0	0.700439718141
A	B	7	100.0	0.0
A	B	12	100.0	0.989132466167
C	B	47	100.0	1.70974410894
B	C	33	100.0	0.0
B	C	18	100.0	0.0
A	C	7	100.0	0.0
A	C	12	100.0	1.01347083555
C	C	47	100.0	2.6342965678
A	A	2	100.0	0.0
A	A	9	100.0	0.0
A	A	11	100.0	1.18220347794
B	A	34	100.0	0.0
B	A	35	100.0	0.0
A	A	10	100.0	0.0
B	A	30	100.0	1.61788052202
A	B	2	100.0	0.0
A	B	9	100.0	0.0
A	B	11	100.0	0.794158809783
B	B	34	100.0	0.0
B	B	35	100.0	0.0
A	B	10	100.0	0.0
B	B	30	100.0	3.34873594299
A	C	2	100.0	0.0
A	C	9	100.0	0.0
A	C	11	100.0	0.314935456767
B	C	34	100.0	0.0
B	C	35	100.0	0.0
A	C	10	100.0	0.0
B	C	30	100.0	1.20476424706
C	A	52	100.0	0.516714129861
C	A	57	100.0	2.87832140879
B	A	24	100.0	0.82090518294
C	A	44	100.0	0.0
B	A	15	100.0	0.0
C	A	51	100.0	0.0
B	A	27	100.0	0.0
C	B	52	100.0	1.83964038613
C	B	57	100.0	0.693896819813
B	B	24	100.0	2.50194530537
C	B	44	100.0	0.0
B	B	15	100.0	0.0
C	B	51	100.0	0.0
B	B	27	100.0	2.29993916497
C	C	52	100.0	1.77014865226
C	C	57	100.0	0.727599868441
B	C	24	100.0	1.81635804256
C	C	44	100.0	0.0
B	C	15	100.0	0.0
C	C	51	100.0	0.0
B	C	27	100.0	1.50606160468
C	A	45	100.0	0.868155730543
C	A	49	100.0	0.0
C	A	53	100.0	0.0
B	A	23	100.0	0.818968327112
C	A	41	100.0	0.0
C	A	40	100.0	0.542527492794
C	A	48	100.0	0.950531122429
C	B	45	100.0	0.815431971939
C	B	49	100.0	0.0
C	B	53	100.0	0.0
B	B	23	100.0	0.812946674627
C	B	41	100.0	0.0
C	B	40	100.0	2.00521779781
C	B	48	100.0	1.07962250796
C	C	45	100.0	0.91901965986
C	C	49	100.0	0.0
C	C	53	100.0	0.0
B	C	23	100.0	1.23880458751
C	C	41	100.0	0.0
C	C	40	100.0	1.78629315499
C	C	48	100.0	1.1084776207
A	A	4	100.0	0.0
B	A	32	100.0	0.0
B	A	37	100.0	0.0
B	A	36	100.0	0.0
B	A	31	100.0	0.0
B	A	26	100.0	0.0
A	B	4	100.0	0.0
B	B	32	100.0	0.0
B	B	37	100.0	0.0
B	B	36	100.0	0.0
B	B	31	100.0	0.0
B	B	26	100.0	0.0
A	C	4	100.0	0.0
B	C	32	100.0	0.0
B	C	37	100.0	0.0
B	C	36	100.0	0.0
B	C	31	100.0	0.0
B	C	26	100.0	0.0
A	A	0	100.0	0.414038086877
B	A	21	100.0	2.19740559269
C	A	55	100.0	0.771558558743
C	A	42	100.0	0.0
B	A	38	100.0	0.0
A	A	14	100.0	0.0
A	A	1	100.0	0.0
A	B	0	100.0	1.20458460282
B	B	21	100.0	0.288245150388
C	B	55	100.0	3.13186765863
C	B	42	100.0	0.0
B	B	38	100.0	0.0
A	B	14	100.0	0.0
A	B	1	100.0	0.0
A	C	0	100.0	2.58496250072
B	C	21	100.0	1.14505003172
C	C	55	100.0	1.43898315706
C	C	42	100.0	0.0
B	C	38	100.0	0.0
A	C	14	100.0	0.0
A	C	1	100.0	0.0
B	A	29	100.0	0.0
B	A	16	100.0	0.0
C	A	58	100.0	4.07625302867
B	A	28	100.0	0.0
B	A	25	100.0	0.0
A	A	8	100.0	0.0
B	B	29	100.0	0.0
B	B	16	100.0	0.0
C	B	58	100.0	4.05813419878
B	B	28	100.0	0.0
B	B	25	100.0	0.0
A	B	8	100.0	0.0
B	C	29	100.0	0.0
B	C	16	100.0	0.0
C	C	58	100.0	0.0
B	C	28	100.0	0.0
B	C	25	100.0	0.0
A	C	8	100.0	0.0
C	A	50	100.0	5.56727449098
B	A	39	100.0	0.0
B	A	20	100.0	0.0
C	A	56	100.0	0.0
A	A	13	100.0	0.842171098637
A	A	3	100.0	0.0
A	A	6	100.0	0.0
C	B	50	100.0	0.0
B	B	39	100.0	0.0
B	B	20	100.0	0.818228857667
C	B	56	100.0	3.29373126001
A	B	13	100.0	0.641162184156
A	B	3	100.0	0.0
A	B	6	100.0	3.43235214533
C	C	50	100.0	0.0922588653339
B	C	39	100.0	0.0
B	C	20	100.0	0.391246408212
C	C	56	100.0	3.06313632003
A	C	13	100.0	0.355910480519
A	C	3	100.0	0.0
A	C	6	100.0	2.37977204346
